company_idx,tau_0.01,tau_0.02,tau_0.03,tau_0.05,tau_0.075,tau_0.1,tau_0.125,tau_0.15,tau_0.2,tau_0.25,tau_0.3,tau_0.375,tau_0.45,tau_0.55,tau_0.65,tau_0.75,tau_0.85,tau_1
0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,2535000.0,2535000.0,2535000.0,2535000.0,2535000.0,2535000.0,2535000.0,2535000.0,2535000.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,3500000.0,10700000.0,10700000.0,10700000.0,10700000.0,15000000.0,41000000.0,41000000.0,41000000.0,43507046.0
3,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,2026250.0,2026250.0,2026250.0,2556250.0,4984750.0,4984750.0,4984750.0,15034750.0,15034750.0,15034750.0
4,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0,1610541.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3452941.0,3452941.0,3452941.0,3452941.0,3452941.0,3452941.0,3452941.0,3452941.0,3452941.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,347354.0,347354.0,347354.0,347354.0,347354.0,347354.0,347354.0,347354.0,347354.0,347354.0,353917.0,353917.0,353917.0,2942769.0,2942769.0,2942769.0,2942769.0,2942769.0
8,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,383000.0,383000.0,383000.0,383000.0,383000.0
9,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0
10,3400000.0,3400000.0,3400000.0,3920000.0,3920000.0,3920000.0,3920000.0,3920000.0,3920000.0,3920000.0,13920000.0,13920000.0,13920000.0,13920000.0,13920000.0,25920000.0,25920000.0,25920000.0
11,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,961601.0,1011601.0,1011601.0,1011601.0,1011601.0,1011601.0,1011601.0,1011601.0
12,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,5000000.0,5000000.0,5000000.0,5000000.0
13,0.0,0.0,0.0,0.0,0.0,0.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0
14,1677116.0,1677116.0,1677116.0,1677116.0,1677116.0,1677116.0,1677116.0,1677116.0,1677116.0,1677116.0,1677116.0,1677116.0,1677116.0,1677116.0,3987693.0,3987693.0,3987693.0,3987693.0
15,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,17450000.0,37143865.0
16,657750.0,657750.0,657750.0,657750.0,657750.0,657750.0,657750.0,657750.0,4857750.0,4857750.0,4857750.0,4857750.0,4857750.0,4857750.0,23857750.0,23857750.0,23857750.0,23857750.0
17,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0,1136548.0
18,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0
19,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,210000.0,210000.0,210000.0,210000.0,210000.0
20,2600000.0,2600000.0,2600000.0,2600000.0,2600000.0,2600000.0,2600000.0,2600000.0,2600000.0,10312103.0,10312103.0,10312103.0,10312103.0,10312103.0,10312103.0,10312103.0,10312103.0,10312103.0
21,297265.0,297265.0,297265.0,297265.0,297265.0,297265.0,297265.0,297265.0,297265.0,297265.0,317279.0,317279.0,317279.0,317279.0,317279.0,400988.0,400988.0,400988.0
22,0.0,0.0,0.0,0.0,0.0,0.0,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,9148000.0,9148000.0,19148000.0,19148000.0,19148000.0
23,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,510000000.0,510000000.0,510000000.0,510000000.0,510000000.0,510000000.0,510000000.0,510000000.0,510000000.0,510000000.0,510000000.0,510000000.0,510000000.0
24,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,4500000.0,4500000.0,4500000.0
25,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0
26,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,14695000.0,14695000.0,18016244.0,63016244.0,63016244.0
27,745500.0,745500.0,745500.0,745500.0,745500.0,1045500.0,1045500.0,1045500.0,1045500.0,1045500.0,1045500.0,1045500.0,1045500.0,1045500.0,1045500.0,1045500.0,4045500.0,4045500.0
28,9999998.0,9999998.0,9999998.0,9999998.0,9999998.0,9999998.0,9999998.0,9999998.0,9999998.0,9999998.0,9999998.0,12794998.0,12794998.0,13793098.0,13793098.0,13793098.0,13793098.0,13793098.0
29,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0
30,9996147.0,9996147.0,9996147.0,9996147.0,9996147.0,9996147.0,9996147.0,9996147.0,9996147.0,9996147.0,9996147.0,9996147.0,9996147.0,22188066.0,22188066.0,33331814.0,33331814.0,33331814.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15470704.0
32,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0
33,4617500.0,4617500.0,4617500.0,4617500.0,4617500.0,4617500.0,4617500.0,4617500.0,4617500.0,4617500.0,4617500.0,4617500.0,4617500.0,9548750.0,12024769.0,12024769.0,12024769.0,12024769.0
34,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,750184.0,750184.0,750184.0,750184.0,750184.0,750184.0,1245092.0,1245092.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13274403.0,13274403.0,13274403.0,13274403.0,13274403.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,6000000.0,6000000.0,13000000.0,15000000.0,15000000.0,15000000.0
37,500000.0,500000.0,500000.0,4500000.0,4500000.0,4500000.0,4500000.0,4500000.0,14500000.0,14500000.0,14500000.0,14500000.0,30500000.0,30500000.0,30500000.0,72500000.0,72500000.0,72500000.0
38,150000.0,150000.0,150000.0,425000.0,425000.0,425000.0,425000.0,425000.0,425000.0,425000.0,425000.0,425000.0,425000.0,425000.0,925000.0,925000.0,925000.0,925000.0
39,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0,680000.0
40,574004.0,574004.0,574004.0,574004.0,574004.0,574004.0,574004.0,574004.0,574004.0,574004.0,574004.0,574004.0,574004.0,574004.0,574004.0,2574004.0,2574004.0,2574004.0
41,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0,1067275.0
42,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,10000000.0,10000000.0,10000000.0,10000000.0,93000000.0,93000000.0,93000000.0,93000000.0,93000000.0
43,3049999.0,3049999.0,3049999.0,3049999.0,3049999.0,3049999.0,3049999.0,3049999.0,3049999.0,4549999.0,4549999.0,4549999.0,4549999.0,4549999.0,4549999.0,4549999.0,4549999.0,4549999.0
44,4750000.0,4750000.0,4750000.0,4750000.0,4750000.0,4750000.0,4750000.0,4750000.0,4750000.0,4750000.0,4750000.0,4750000.0,4750000.0,4750000.0,6510445.0,6781660.0,7456660.0,8206660.0
45,0.0,0.0,700000.0,700000.0,700000.0,700000.0,700000.0,2700000.0,2700000.0,2700000.0,2700000.0,13200000.0,13200000.0,13200000.0,13200000.0,13200000.0,13200000.0,13200000.0
46,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,19999999.0,19999999.0,19999999.0,19999999.0,19999999.0,22999999.0,22999999.0,22999999.0
47,4550000.0,4550000.0,4550000.0,4550000.0,4550000.0,4550000.0,4550000.0,4550000.0,4550000.0,10350000.0,10350000.0,10350000.0,10350000.0,10350000.0,10350000.0,10350000.0,10350000.0,10350000.0
48,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,505000.0,505000.0,505000.0,505000.0,505000.0,505000.0
49,26900000.0,26900000.0,26900000.0,26900000.0,29758289.0,29758289.0,29758289.0,29758289.0,29758289.0,29758289.0,29758289.0,29758289.0,29758289.0,29758289.0,29758289.0,29758289.0,29758289.0,29758289.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500000.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470000.0,470000.0,470000.0,470000.0,470000.0,470000.0,470000.0,470000.0,470000.0,470000.0
52,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,4035000.0,4035000.0,4035000.0,4035000.0,4035000.0
53,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,550000.0,550000.0,550000.0,550000.0,550000.0,550000.0,550000.0
54,40000.0,40000.0,1540000.0,1540000.0,1540000.0,1540000.0,1540000.0,1540000.0,1540000.0,1540000.0,1540000.0,1540000.0,1540000.0,1540000.0,1540000.0,1540000.0,1540000.0,1540000.0
55,107524.0,107524.0,107524.0,107524.0,107524.0,107524.0,107524.0,107524.0,307954.0,307954.0,307954.0,307954.0,307954.0,307954.0,307954.0,307954.0,307954.0,307954.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000000.0,39999998.0,39999998.0,39999998.0,47499998.0,47499998.0,56464869.0,56464869.0,56464869.0
58,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
59,18000.0,18000.0,1118000.0,1118000.0,1118000.0,1118000.0,1118000.0,1118000.0,1118000.0,1118000.0,1118000.0,1118000.0,1118000.0,1118000.0,1118000.0,3118000.0,3118000.0,3118000.0
60,60775.0,60775.0,60775.0,60775.0,60775.0,60775.0,60775.0,60775.0,60775.0,809425.0,809425.0,809425.0,809425.0,809425.0,809425.0,809425.0,809425.0,809425.0
61,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,12300000.0
62,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2500500.0,2500500.0,2500500.0,2500500.0,2500500.0,2500500.0,10500500.0,10500500.0,10500500.0,10500500.0,10500500.0,10500500.0
63,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0
64,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0,935000.0,1227900.0,1917900.0,2077950.0,2077950.0,2077950.0,2077950.0,2077950.0
65,316090.0,316090.0,316090.0,316090.0,316090.0,798542.0,798542.0,798542.0,798542.0,798542.0,798542.0,798542.0,798542.0,798542.0,798542.0,798542.0,798542.0,798542.0
66,550000.0,550000.0,550000.0,550000.0,550000.0,550000.0,550000.0,550000.0,550000.0,550000.0,1550000.0,2152000.0,2152000.0,2152000.0,2152000.0,2152000.0,2152000.0,2152000.0
67,740560.0,740560.0,740560.0,740560.0,740560.0,5540560.0,5540560.0,5540560.0,5540560.0,5540560.0,5540560.0,5540560.0,7540560.0,7540560.0,7540560.0,7540560.0,7540560.0,7540560.0
68,18314760.0,18314760.0,18314760.0,18314760.0,19814760.0,19814760.0,19814760.0,19814760.0,19814760.0,19814760.0,19814760.0,19814760.0,19814760.0,19814760.0,19814760.0,19814760.0,19814760.0,19814760.0
69,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,12500000.0,12500000.0,21929020.0,21929020.0,21929020.0,21929020.0,21929020.0,21929020.0
70,1357263.0,1357263.0,1357263.0,1357263.0,1357263.0,1357263.0,1357263.0,3526232.0,3526232.0,3526232.0,3526232.0,6964189.0,7764189.0,9464189.0,10724189.0,11664189.0,12256689.0,12256689.0
71,5250000.0,5250000.0,5250000.0,5250000.0,5250000.0,5250000.0,46614965.0,46614965.0,46614965.0,46614965.0,46614965.0,46614965.0,46614965.0,46614965.0,128614965.0,128614965.0,253614965.0,253614965.0
72,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500000.0,5500000.0,5500000.0,5500000.0,15500000.0
74,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0,7000341.0
75,1999999.0,1999999.0,1999999.0,1999999.0,1999999.0,1999999.0,1999999.0,1999999.0,1999999.0,1999999.0,7724999.0,7724999.0,7724999.0,20224999.0,20224999.0,20224999.0,20224999.0,20224999.0
76,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0,13940520.0
77,10890000.0,10890000.0,10890000.0,10890000.0,10890000.0,10890000.0,12590000.0,12590000.0,12590000.0,13990000.0,13990000.0,13990000.0,13990000.0,65990000.0,116990000.0,116990000.0,116990000.0,116990000.0
78,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0
79,2040000.0,2040000.0,2040000.0,2040000.0,2040000.0,2040000.0,2040000.0,2040000.0,2040000.0,2040000.0,26040000.0,26040000.0,26040000.0,26040000.0,26040000.0,26040000.0,26040000.0,26040000.0
80,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,2800000.0,2800000.0,2800000.0,2800000.0
81,1415094.0,1415094.0,1415094.0,1415094.0,1415094.0,1415094.0,1415094.0,1415094.0,1415094.0,1415094.0,1415094.0,1415094.0,5556081.0,5556081.0,5556081.0,5556081.0,11119621.0,11119621.0
82,403000.0,403000.0,403000.0,403000.0,403000.0,403000.0,403000.0,403000.0,403000.0,403000.0,403000.0,403000.0,3108469.0,3108469.0,3108469.0,3108469.0,3108469.0,3108469.0
83,176000000.0,176000000.0,176000000.0,176000000.0,176000000.0,241108581.0,241108581.0,241108581.0,241108581.0,276108581.0,276108581.0,276108581.0,276108581.0,276108581.0,276108581.0,276108581.0,276108581.0,276108581.0
84,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,40000000.0,40000000.0,40000000.0,40000000.0,65000000.0,65000000.0
85,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,500000.0,500000.0,500000.0,500000.0,33458625.0,33458625.0,33458625.0,33458625.0,33458625.0,33458625.0,33458625.0
86,2100000.0,2100000.0,2100000.0,2100000.0,2100000.0,2100000.0,2100000.0,2100000.0,2100000.0,3150000.0,3150000.0,3400000.0,3400000.0,3400000.0,9740000.0,9740000.0,9740000.0,9740000.0
87,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0
88,8000000.0,8000000.0,8000000.0,8000000.0,43000000.0,43000000.0,43000000.0,43000000.0,43000000.0,43000000.0,43000000.0,43000000.0,43000000.0,43000000.0,43000000.0,43000000.0,43000000.0,43000000.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702000.0,702000.0,702000.0,702000.0,1227000.0,1227000.0,2227000.0,2227000.0,2227000.0
90,510000.0,510000.0,510000.0,510000.0,510000.0,510000.0,510000.0,510000.0,510000.0,510000.0,510000.0,710000.0,710000.0,710000.0,710000.0,710000.0,710000.0,710000.0
91,9200000.0,9200000.0,9200000.0,9200000.0,9200000.0,9200000.0,9200000.0,9200000.0,9200000.0,9200000.0,9200000.0,9200000.0,13900000.0,13900000.0,13900000.0,13900000.0,13900000.0,13900000.0
92,375900.0,375900.0,375900.0,375900.0,375900.0,375900.0,375900.0,375900.0,375900.0,375900.0,375900.0,375900.0,375900.0,375900.0,1147396.0,1147396.0,1147396.0,1147396.0
93,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,14000035.0,36400035.0,36400035.0,62900035.0,66400035.0,66400035.0,66400035.0
94,1277204.0,1277204.0,1277204.0,1277204.0,1277204.0,1277204.0,1277204.0,1277204.0,2711258.0,2711258.0,2711258.0,2711258.0,2711258.0,2711258.0,2711258.0,2711258.0,2711258.0,2711258.0
95,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,11626182.0,11626182.0,11626182.0,11626182.0,11626182.0,11626182.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,1390000.0,1390000.0,1390000.0,2879987.0,2879987.0,2879987.0,2879987.0,2879987.0
97,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,1015000.0,1015000.0,1015000.0,1015000.0,4015000.0,4015000.0,4015000.0,4015000.0,4015000.0,4015000.0
98,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,5407657.0,5407657.0,5407657.0,5407657.0,5407657.0
99,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,13000000.0,15000000.0,15000000.0,15000000.0,31000000.0,31000000.0,31000000.0,31000000.0
100,50000.0,50000.0,50000.0,50000.0,200000.0,200000.0,200000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050000.0,3050000.0,3050000.0,3050000.0,3050000.0
102,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,32500000.0,32500000.0,32500000.0,32500000.0,32500000.0,32500000.0,32500000.0
103,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,5200000.0,5200000.0,5200000.0,12200000.0,12200000.0,42200000.0
104,1500000.0,1500000.0,1500000.0,1500000.0,3500000.0,3500000.0,3500000.0,3500000.0,3500000.0,3500000.0,3500000.0,3500000.0,3500000.0,5250000.0,5250000.0,5250000.0,5250000.0,5250000.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,27999999.0,27999999.0,27999999.0,27999999.0,27999999.0,27999999.0,27999999.0,27999999.0,27999999.0,27999999.0,33999999.0,33999999.0,33999999.0,33999999.0,39999999.0,39999999.0,39999999.0,39999999.0
107,572394.0,572394.0,572394.0,572394.0,572394.0,572394.0,572394.0,572394.0,572394.0,572394.0,572394.0,572394.0,572394.0,572394.0,572394.0,572394.0,572394.0,4283079.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153721622.0
109,250000.0,250000.0,250000.0,250000.0,2650000.0,2650000.0,2650000.0,2650000.0,2650000.0,2650000.0,2650000.0,3344023.0,4443204.0,8043204.0,21268609.0,21268609.0,21268609.0,36958609.0
110,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,460000.0,460000.0,6948000.0,6948000.0,8877015.0,8877015.0
111,249999.0,249999.0,249999.0,249999.0,249999.0,249999.0,249999.0,249999.0,249999.0,803730.0,803730.0,1805230.0,1805230.0,1805230.0,1805230.0,1805230.0,1805230.0,1805230.0
112,1478176.0,1478176.0,1478176.0,1478176.0,1478176.0,1478176.0,2115176.0,2115176.0,2115176.0,2115176.0,2115176.0,2115176.0,2115176.0,2115176.0,2115176.0,2115176.0,2115176.0,2115176.0
113,274997.0,274997.0,274997.0,274997.0,274997.0,274997.0,274997.0,274997.0,274997.0,274997.0,849997.0,849997.0,849997.0,1149997.0,1149997.0,1149997.0,1149997.0,1829284.0
114,525000.0,525000.0,525000.0,525000.0,525000.0,525000.0,525000.0,1025000.0,1025000.0,1025000.0,1025000.0,1025000.0,1025000.0,1025000.0,1025000.0,1025000.0,1025000.0,1025000.0
115,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0
116,3074955.0,3074955.0,3074955.0,3074955.0,9074955.0,9074955.0,9074955.0,9074955.0,9074955.0,9074955.0,9074955.0,9074955.0,9074955.0,23074955.0,23074955.0,23074955.0,34074955.0,44074955.0
117,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,6100000.0,6100000.0,6100000.0,6100000.0,13100000.0,13100000.0
118,30000.0,30000.0,30000.0,160000.0,160000.0,160000.0,260000.0,260000.0,260000.0,260000.0,260000.0,260000.0,260000.0,260000.0,260000.0,260000.0,260000.0,260000.0
119,1150000.0,1150000.0,1150000.0,1150000.0,1150000.0,1150000.0,1150000.0,1150000.0,1150000.0,1150000.0,1150000.0,1150000.0,5550000.0,5550000.0,5550000.0,5550000.0,5550000.0,5550000.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,3400000.0,9500000.0,9500000.0,9500000.0
122,790000.0,790000.0,790000.0,790000.0,790000.0,1105000.0,2905000.0,2905000.0,2905000.0,4265000.0,9673104.0,9673104.0,13593104.0,13593104.0,13593104.0,13593104.0,13593104.0,13593104.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,6374457.0,6374457.0,6374457.0,6374457.0,6374457.0,6374457.0,31018950.0,31018950.0,46018951.0,46018951.0,46018951.0,46018951.0,46018951.0,46018951.0,46018951.0,48581364.0,48581364.0,48581364.0
125,20214719.0,20214719.0,20214719.0,20214719.0,23558508.0,23558508.0,27558508.0,27558508.0,27558508.0,27558508.0,27558508.0,28306508.0,28306508.0,28306508.0,28306508.0,28306508.0,28306508.0,28306508.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,725000.0,725000.0,750000.0,750000.0,750000.0,825000.0
127,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,480000.0,480000.0,480000.0,480000.0,1080000.0,1080000.0,1080000.0
128,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,4300000.0,4300000.0,4300000.0
129,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,4667500.0,4667500.0,4667500.0,4667500.0,4667500.0,4667500.0,4667500.0,4667500.0,55509987.0
130,2163000.0,2163000.0,2163000.0,2163000.0,2163000.0,2163000.0,2163000.0,2163000.0,2163000.0,3853000.0,3853000.0,3853000.0,3853000.0,3853000.0,3853000.0,3853000.0,3853000.0,3853000.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2488899.0,2488899.0,2488899.0,2488899.0,2763899.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,3000000.0,3000000.0,3000000.0
133,50000.0,50000.0,50000.0,50000.0,650213.0,650213.0,650213.0,650213.0,1137713.0,1137713.0,1625213.0,1625213.0,1625213.0,1625213.0,1625213.0,2525563.0,2525563.0,2525563.0
134,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0
135,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,20500000.0,22623720.0
136,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1450000.0,1450000.0
137,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0,5350000.0,5350000.0,5350000.0,5350000.0,6892600.0,14392600.0,21892600.0,21892600.0,24038556.0,25838556.0,25838556.0
